CYYMMNUMB,EASTING,NORTHING,FAMILY,GENUS,SPECIES,AUTHOR,COLLECTOR,COLL_DATE1,YEAR,MONTH,COLL_DATE2,ALTITUDE,FOUND_ON,LITTER_NO,NO_SPEC,STAGE,COLL_ACRO,Column1,SP_STATUS,ISL_ABB,BROAD_LOC,LOCALITY (merged),MOD_LOC,LATIT,LONGIT,NZMS1_NO,METRIC_NO,NZAC_CODE,ECOL_DIST
082512990,2163578,5538080,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",B.I.P. Barratt,8/01/1987,1987,1,,1800,Aciphylla simplex,,2,A,NZAC,8/01/1987,,SO,Eyre Mts,Eyre Mountains,,4517,16835,S142,E42,OL,73-02
081212990,2175564,5509039,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",B.I.P. Barratt,8/02/1985,1985,2,,1700,,,2,M,NZAC,8/02/1985,,SO,Garvie Mts,Garvie Mountains,,4533,16843,S151,F43,CO,74-01
082612990,2175564,5509039,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",B.I.P. Barratt,8/02/1985,1985,2,,1700,Aciphylla simplex,,7,A,NZAC,8/02/1985,,SO,Garvie Mts,Garvie Mountains,,4533,16843,S151,F43,CO,74-01
082712990,2175564,5509039,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",E. Fairburn,2/02/1954,1954,2,,1830,,,4,A,NZAC,2/02/1954,,SO,Garvie Mts,Garvie Mountains,,4533,16843,S151,F43,CO,74-01
083012990,2175564,5509039,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",no collector given,1/12/1970,1970,12,31/12/1970,0,,,1,A,NZAC,1/12/1970,,SO,Garvie Mts,Garvie Mountains,,4533,16843,S151,F43,CO,74-01
083112990,2175564,5509039,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",T. Broun Collection,10/10/1914,1914,10,,0,,,1,A,NZAC,10/10/1914,,SO,Garvie Mts,Garvie Mountains,,4533,16843,S151,F43,CO,74-01
083612990,2181859,5539036,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",B.H. Patrick,2/01/1983,1983,1,,1600,,,2,A,NZAC,2/01/1983,,SO,Hector Ra,Hector Range,,4517,16849,S142,F42,CO,66-05
082312990,2187310,5587524,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",B.H. Patrick,18/01/1986,1986,1,,1894,,,3,A,NZAC,18/01/1986,,SO,,Mt Cardrona,,4451,16855,S124,F41,OL,66-02
083712990,2282467,5580413,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",J.S. Dugdale & C.A. Fleming,20/01/1971,1971,1,,1372,Aciphylla aurea,,1,A,NZAC,20/01/1971,,SO,,Mt Ida Range,,4457,17007,S126,H41,CO,64-02
083812990,2152296,5576418,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",no collector given,23/12/1919,1919,12,,0,,,1,A,NZAC,23/12/1919,,SO,,Mt Minor,,4456,16828,S123,E41,OL,66-03
085512990,2209766,5586743,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",J.C. Watt,14/02/1983,1983,2,16/02/1983,1902,Aciphylla,,29,A,NZAC,14/02/1983,,SO,,Mt Pisa,,4452,16912,S124,F41,CO,67-02
086112990,2187190,5563412,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",R.C. Craw,30/03/1984,1984,3,,1617,Aciphylla dobsoni,,1,A,NZAC,30/03/1984,,SO,,Mt Salmond,,4504,16854,S133,F42,CO,66-05
083512990,2164302,5623435,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",J.S. Dugdale & K.J. Fox,16/02/1980,1980,2,,1500,,,1,A,NZAC,16/02/1980,,SO,,Mt Tyndall,,4431,16839,S114,E39,OL,51-06
086212990,2164302,5623435,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",J.C. Watt,16/02/1980,1980,2,,1920,,,2,A,NZAC,16/02/1980,,SO,,Mt Tyndall,,4431,16839,S114,E39,OL,51-06
084112990,2213457,5535000,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",J.S. Dugdale,2/12/1963,1963,12,,1400,,,2,A,NZAC,2/12/1963,,SO,,Obelisk,,4520,16913,S143,G42,CO,67-05
084212990,2213457,5535000,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",no collector given,12/12/1963,1963,12,,1525,,,1,A,NZAC,12/12/1963,,SO,,Obelisk,,4520,16913,S143,G42,CO,67-05
084312990,2213457,5535000,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",R.S. Bigelow,2/12/1963,1963,12,,1525,,,1,A,NZAC,2/12/1963,,SO,,Obelisk,,4520,16913,S143,G42,CO,67-05
084412990,2213711,5529450,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",J.S. Dugdale,20/02/1974,1974,2,,1615,Celmisia brevifolia,,1,A,NZAC,20/02/1974,,SO,,"Old Man Range, Hyde Rock",,4523,16913,S143,G42,CO,67-05
084512990,2213711,5529450,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",G.F. McLaren,30/12/1983,1983,12,,1525,Anisotome flexuosa,,1,A,NZAC,30/12/1983,,SO,,Old Man Range,,4523,16913,S143,G42,CO,67-05
084612990,2213711,5529450,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",L.L. Deitz,15/02/1976,1976,2,,1695,,,1,A,NZAC,15/02/1976,,SO,,Old Man Range,,4523,16913,S143,G42,CO,67-05
084912990,2213711,5529450,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",B.H. Patrick,21/11/1981,1981,11,,1700,,,2,A,NZAC,21/11/1981,,SO,,Old Man Range,,4523,16913,S143,G42,CO,67-05
085012990,2213711,5529450,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",J.C. Watt,20/02/1974,1974,2,,1616,Celmisia brevifolia,,4,A,NZAC,20/02/1974,,SO,,Old Man Range,,4523,16913,S143,G42,CO,67-05
085112990,2213711,5529450,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",no collector given,1/01/1916,1916,1,31/12/1916,0,,,1,M,NZAC,1/01/1916,,SO,,Old Man Range,,4523,16913,S143,G42,CO,67-05
085212990,2213711,5529450,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",G. Kuschel & J.I. Townsend,16/01/1965,1965,1,,1525,,,1,A,NZAC,16/01/1965,,SO,,Old Man Range,,4523,16913,S143,G42,CO,67-05
084712990,2202402,5547463,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",J.C. Watt,15/02/1983,1983,2,,1700,Phyllachna rubra,,2,A,NZAC,15/02/1983,,SO,,Old Woman Range,,4513,16905,S143,G42,CO,67-05
084812990,2202402,5547463,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",J.C. Watt,15/02/1983,1983,2,,1707,cushion plants,,7,A,NZAC,15/02/1983,,SO,,Old Woman Range,,4513,16905,S143,G42,CO,67-05
080912990,2208536,5584832,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",B.H. Patrick,19/01/1936,1936,1,,1960,,,3,A,NZAC,19/01/1936,,SO,,Pisa Range,,4453,16911,S124,F41,CO,67-02
081012990,2208536,5584832,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",J.C. Watt,16/02/1983,1983,2,,1828,,,6,A,NZAC,16/02/1983,,SO,,Pisa Range,,4453,16911,S124,F41,CO,67-02
081112990,2208536,5584832,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",no collector given,1/01/1969,1969,1,31/01/1969,1830,Aciphylla simplex,,1,A,NZAC,1/01/1969,,SO,,Pisa Range,,4453,16911,S124,F41,CO,67-02
085912990,2180449,5566781,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",S.P. Worner,6/02/1986,1986,2,,1680,under stones,,1,A,NZAC,6/02/1986,,SO,,Rastus Burn,,4502,16849,S132,F41,CO,66-05
085712990,2182134,5559450,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",T. Broun Collection,28/12/1912,1912,12,,0,,,1,A,NZAC,28/12/1912,,SO,,The Remarkables Range,,4506,16850,S132,F42,CO,66-05
086012990,2182134,5559450,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",J.S. Dugdale,15/01/1966,1966,1,,1982,Oreomyrrhis,,1,A,NZAC,15/01/1966,,SO,,The Remarkables Range,,4506,16850,S132,F42,CO,66-05
086512990,2579331,5941379,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",G. Kuschel,18/02/1970,1970,2,,1400,Aciphylla colensoi,,3,A,NZAC,18/02/1970,,SO,Black Birch Ra,Black Birch Range,,4144,17350,S028,P29,MB,51-07
096812990,2579331,5941379,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",G. Kuschel,,0,0,,1350,Olearia,,14,A,NZAC,,,SO,Black Birch Ra,Black Birch Range,,4144,17350,S028,P29,MB,51-07
097012990,2579331,5941379,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",no collector given,20/02/1970,1970,2,,0,Aciphylla,,2,A,NZAC,20/02/1970,,SO,Black Birch Ra,Black Birch Range,,4144,17350,S028,P29,MB,51-07
086712990,2401601,5781626,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",M. Sinclair,1/11/1963,1963,11,,1220,,,2,A,NZAC,1/11/1963,,SO,Craigieburn Ra,Craigieburn Range,,4310,17140,S066,K34,MC,54-05
096612990,2401601,5781626,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.B. Primack,9/02/1977,1977,2,,0,Aciphylla scott-thomsonii,,1,A,NZAC,9/02/1977,,SO,Craigieburn Ra,Craigieburn Rnge,,4310,17140,S066,K34,MC,54-05
086812990,2311971,5649924,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",J.S. Dugdale,10/01/1971,1971,1,,1830,,,1,A,NZAC,10/01/1971,,SO,Grampian Mts,Grampian Mountains,,4420,17031,S110,I38,SC,63-04
086912990,2656479,5984664,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",A.C. O'Connor,3/08/1917,1917,8,,0,,,2,A,NZAC,3/08/1917,,SO,Wellington,"Wellington, Happy Valley",,4120,17445,N164,R27,WN,39-01
087012990,2325666,5683664,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",N. McDonald,10/02/1979,1979,2,,1000,Aciphylla aurea,,1,A,NZAC,10/02/1979,,SO,,Horwell Downs Station,,4402,17042,S101,I37,SC,59-05
087212990,2657836,5982786,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",E.S. Gourlay,13/04/1928,1928,4,,0,,,1,A,NZAC,13/04/1928,,NO,Wellington,"Wellington, Island Bay",,4121,17446,N164,R27,WN,39-01
088912990,2657836,5982786,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",E.S. Gourlay,13/07/1928,1928,7,,0,,,1,A,NZAC,13/07/1928,,NO,Wellington,"Wellington, Island Bay",,4121,17446,N164,R27,WN,39-01
089612990,2657836,5982786,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",E.S. Gourlay,14/04/1928,1928,4,,0,Aciphylla squarrosa,,1,A,NZAC,14/04/1928,,NO,Wellington,"Wellington, Island Bay",,4121,17446,N164,R27,WN,39-01
091312990,2657836,5982786,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",E.S. Gourlay,13/07/1928,1928,7,,0,,,2,A,NZAC,13/07/1928,,NO,Wellington,"Wellington, Island Bay",,4121,17446,N164,R27,WN,39-01
091412990,2657836,5982786,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",E.S. Gourlay,13/07/1928,1928,7,,0,,,1,A,NZAC,13/07/1928,,NO,Wellington,"Wellington, Island Bay",,4121,17446,N164,R27,WN,39-01
091612990,2657836,5982786,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",A.E. Brookes Coll,2/09/1922,1922,9,,0,,,1,A,NZAC,2/09/1922,,NO,Wellington,"Wellington, Island Bay",,4121,17446,N164,R27,WN,39-01
091712990,2657836,5982786,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",E.S. Gourlay,14/04/1928,1928,4,,0,,,1,A,NZAC,14/04/1928,,NO,Wellington,"Wellington, Island Bay",,4121,17446,N164,R27,WN,39-01
097112990,2657836,5982786,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",I.V. Stalker,10/09/1930,1930,9,,0,,,1,A,NZAC,10/09/1930,,NO,Wellington,"Wellington, Island Bay",,4121,17446,N164,R27,WN,39-01
087312990,2494942,5858385,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",Hanmer,1/02/1896,1896,2,,0,Aciphylla colensoi,,5,A,NZAC,1/02/1896,,SO,,Jacks Pass,,4229,17249,S047,N32,MB,43-03
087412990,2650899,5984774,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,10/01/1967,1967,1,,92,hill top,,1,M,NZAC,10/01/1967,,NO,Wellington,"Wellington, Karori Stream",,4120,17441,N164,R27,WN,39-01
086612990,2401571,5783477,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",J.R. Frye,30/03/1967,1967,3,,0,Aciphylla sp. in tussock,,1,A,NZAC,30/03/1967,,SO,,Mt Cockayne,,4309,17140,S066,K34,MC,54-04
087512990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,25/03/1965,1965,3,,0,,,3,A,NZAC,25/03/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
087612990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,22/09/1966,1966,9,,0,,,1,A,NZAC,22/09/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
089512990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.C. Craw,23/10/1972,1972,10,,0,Aciphylla,,1,A,NZAC,23/10/1972,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
089712990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,28/11/1966,1966,11,,0,,,1,F,NZAC,28/11/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
089812990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,1/03/1965,1965,3,31/03/1965,0,,,1,F,NZAC,1/03/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
089912990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,25/03/1965,1965,3,,0,,,1,F,NZAC,25/03/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
090012990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,6/04/1965,1965,4,,0,,,1,F,NZAC,6/04/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
090112990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,1/03/1965,1965,3,31/08/1965,0,,,4,M,NZAC,1/03/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
090212990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,22/09/1966,1966,9,,0,,,2,F,NZAC,22/09/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
090312990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,15/03/1966,1966,3,,0,Aciphylla squarrosa,,1,M,NZAC,15/03/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
090412990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,31/03/1965,1965,3,,0,,,1,M,NZAC,31/03/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
090512990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,15/04/1965,1965,4,,0,,,1,F,NZAC,15/04/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
090612990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,12/08/1965,1965,8,,0,,,1,F,NZAC,12/08/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
090712990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,12/08/1965,1965,8,,0,,,1,M,NZAC,12/08/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
090812990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,28/11/1966,1966,11,,0,,,1,F,NZAC,28/11/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
090912990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,1/11/1965,1965,11,30/11/1965,0,,,1,M,NZAC,1/11/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
091012990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,1/03/1965,1965,3,31/08/1965,0,,,1,M,NZAC,1/03/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
092212990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,25/03/1965,1965,3,,0,,,3,F,NZAC,25/03/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
092312990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,6/04/1965,1965,4,,0,,,1,A,NZAC,6/04/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
092412990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,15/04/1965,1965,4,,0,,,2,M,NZAC,15/04/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
092512990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,15/04/1965,1965,4,,0,,,2,A,NZAC,15/04/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
092612990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,25/03/1965,1965,3,,0,,,2,M,NZAC,25/03/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
092712990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,31/03/1965,1965,3,,0,,,1,M,NZAC,31/03/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
092812990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,5/05/1966,1966,5,,0,plant 20,,1,F,NZAC,5/05/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
092912990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,22/09/1966,1966,9,,0,,,1,M,NZAC,22/09/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
093012990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,4/07/1966,1966,7,,0,plant 7,,1,M,NZAC,4/07/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
093112990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,28/11/1966,1966,11,,0,,,1,M,NZAC,28/11/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
093212990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,25/03/1966,1966,3,,0,plant 18,,1,A,NZAC,25/03/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
093312990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,5/05/1966,1966,5,,0,plant 5,,1,A,NZAC,5/05/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
093412990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,7/09/1966,1966,9,,0,plant 16,,2,F,NZAC,7/09/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
093512990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,15/03/1966,1966,3,,0,,,1,F,NZAC,15/03/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
093612990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,15/03/1966,1966,3,,0,,,1,M,NZAC,15/03/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
093712990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,7/09/1966,1966,9,,0,plant 19,,1,A,NZAC,7/09/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
093812990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,22/09/1966,1966,9,,0,,,1,F,NZAC,22/09/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
093912990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,15/04/1965,1965,4,,0,,,1,F,NZAC,15/04/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
094012990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,5/05/1966,1966,5,,0,plant 19,,1,A,NZAC,5/05/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
094112990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,5/05/1966,1966,5,,0,plant 37,,1,F,NZAC,5/05/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
094212990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,23/03/1966,1966,3,,0,plant 15,,1,A,NZAC,23/03/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
094312990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,25/03/1966,1966,3,,0,plant 18,,1,F,NZAC,25/03/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
094412990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,15/03/1966,1966,3,,0,,,1,F,NZAC,15/03/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
094512990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,5/05/1966,1966,5,,0,plant 19,,1,F,NZAC,5/05/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
094612990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,28/11/1966,1966,11,,0,,,1,M,NZAC,28/11/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
094712990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,28/11/1966,1966,11,,0,,,1,M,NZAC,28/11/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
094812990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,7/09/1966,1966,9,,0,,,2,F,NZAC,7/09/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
094912990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,31/03/1965,1965,3,,0,,,1,M,NZAC,31/03/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
095012990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,25/03/1966,1966,3,,0,plant 16,,1,M,NZAC,25/03/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
095112990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,5/05/1966,1966,5,,0,plant 31,,1,A,NZAC,5/05/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
095212990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,15/03/1966,1966,3,,0,,,1,M,NZAC,15/03/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
095312990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,5/05/1966,1966,5,,0,plant 9,,1,M,NZAC,5/05/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
095412990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,5/05/1966,1966,5,,0,covered with fungus,,1,M,NZAC,5/05/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
095512990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,5/05/1966,1966,5,,0,plant 31,,1,F,NZAC,5/05/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
095612990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,15/03/1966,1966,3,,0,,,1,A,NZAC,15/03/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
095712990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,15/03/1966,1966,3,,0,,,1,M,NZAC,15/03/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
095812990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,1/04/1965,1965,4,30/04/1965,0,,,2,M,NZAC,1/04/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
095912990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,1/04/1965,1965,4,30/04/1965,0,,,3,F,NZAC,1/04/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
096012990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,1/03/1965,1965,3,31/03/1965,0,,,1,M,NZAC,1/03/1965,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
096212990,2656442,5982814,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R.M. Bull,4/07/1966,1966,7,,0,plant 31,,1,M,NZAC,4/07/1966,,NO,Wellington,"Wellington, Owhiro Bay",,4121,17445,N164,R27,WN,39-01
